exercicio;codigo_unidade_gestora;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;numero_empenho;data_empenho;codigo_elemento;nome_elemento_despesa;codigo_funcao;nome_funcao;codigo_sub_funcao;nome_sub_funcao;codigo_programa;nome_programa;codigo_acao;nome_acao;nome_credor;codigo_credor;historico;valor_contratado;valor_realizado;valor_pago
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002317;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE LUBRIFICANTE E FILTROS DESTINADOS A PA CARREGADEIRA DE PLACA HYU0001 PERTENCENTE A SECRETARIA DE AGRICULTURA DESTE MUNICIPIO REFERENTE AO MES DE ABRIL DE 2024;360.0;360.0;360.0
2024;201157;02050;Secretaria de Educacao;'0002319;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO MICRO ONIBUS VOLARE V8L DE PLACA OGC5E89 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO REFERENTE AO MÊS DE ABRIL DE 2024;3196.9;3196.9;3196.9
2024;201157;02050;Secretaria de Educacao;'0002321;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO MICRO ONIBUS VOLARE DE PLACA QFG0I03 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2908.9;2908.9;2908.9
2024;201157;02050;Secretaria de Educacao;'0002323;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2010;MANUTENCAO DAS ATIVIDADES DO ENSINO FUNDAMENTAL;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO STRADA DE PLACA SKV9F88 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1407.16;1407.16;1407.16
2024;201157;02050;Secretaria de Educacao;'0002324;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE FILTROS DESTINADOS AO ONIBUS VW DE PLACA OFE2E14 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO REFERENTE AO MES DE ABRIL DE 2024;250.0;250.0;250.0
2024;201157;02010;Secretaria de Gestao;'0002326;09/05/2024;30;Material de Consumo;4;Administração;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2002;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE GESTAO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO PALIO DE PLACA OGG6585PB PERTENCENTE A SECRETARIA DE GESTAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;746.28;746.28;746.28
2024;201157;02050;Secretaria de Educacao;'0002328;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO ONIBUS M BENZ DE PLACA QFO5E66 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2591.96;2591.96;2591.96
2024;201157;02010;Secretaria de Gestao;'0002329;09/05/2024;30;Material de Consumo;4;Administração;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2002;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE GESTAO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO PALIO DE PLACA QFE8506 PERTENCENTE A SECRETARIA DE GESTAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1058.2;1058.2;1058.2
2024;201157;02050;Secretaria de Educacao;'0002331;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO ONIBUS M BENZ DE PLACA QFE8F16 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;5515.91;5515.91;5515.91
2024;201157;02140;Fundo Municipal de Assistência Social;'0002333;09/05/2024;30;Material de Consumo;8;Assistêncial Social;244;Assistência Comunitária;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2050;MANUTENCAO E GERENCIAMENTO DO PROGRAMA BOLSA FAMILIA;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A SPIN DE PLACA QNS4268 PERTENCENTE AO BOLSA FAMILIA DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;209.06;209.06;209.06
2024;201157;02050;Secretaria de Educacao;'0002334;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO ONIBUS PLACA OFE2E14 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MES DE ABRIL DE 2024;1906.18;1906.18;1906.18
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002336;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO A RETROESCAVADEIRA  DE PLACA RET0001 PERTENCENTE A SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;694.63;694.63;694.63
2024;201157;02010;Secretaria de Gestao;'0002338;09/05/2024;30;Material de Consumo;4;Administração;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2002;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE GESTAO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO ONIX DE PLACA QFH0E31 LOCADO A DISPOSICAO DO GABINETE DO PREFEITO RELATIVO AO MÊS DE ABRIL DE 2024;658.11;658.11;658.11
2024;201157;02050;Secretaria de Educacao;'0002339;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO MICRO ONIBUS VOLARE DE PLACA OGF5E40 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2482.67;2482.67;2482.67
2024;201157;02070;Secretaria de Desenvolvimento Social;'0002341;09/05/2024;30;Material de Consumo;8;Assistêncial Social;243;Assistência à Criança e ao Adolescente;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2026;MANUTENCAO DO CONSELHO TUTELAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO CRONNOS DE PLACA SLD6G90 PERTENCENTE AO CONSELHO TUTELAR DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;643.6;643.6;643.6
2024;201157;02050;Secretaria de Educacao;'0002342;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO ONIBUS VOLARE V8L DE PLACA MOK9B12 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2985.14;2985.14;2985.14
2024;201157;02050;Secretaria de Educacao;'0002344;09/05/2024;30;Material de Consumo;12;Educação;361;Ensino Fundamental;1001;EDUCACAO CIDADA, INTEGRAL E PROFISSIONAL ESSE E MEU LUGAR;2014;MANUTENCAO DAS ATIVIDADES DO TRANSPORTE ESCOLAR;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO VEICULO DE PLACA MOO3B04 PERTENCENTE A SECRETARIA DE EDUCACAO DESTE MUNICIPIO RELATIVO AO MES DE ABRIL DE 2024;1301.69;1301.69;1301.69
2024;201157;02070;Secretaria de Desenvolvimento Social;'0002346;09/05/2024;30;Material de Consumo;8;Assistêncial Social;122;Administração Geral;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2025;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO AIR CROSS DE PLACA QSF5809PB PERTENCENTE AO CONSELHO DO IDOSO  DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1665.4;1665.4;1665.4
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002348;09/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO A CAMIONETA F1000 DE PLACA KFJ2368 LOCADA A DISPOSICAO DA SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;471.2;471.2;471.2
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002349;09/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A SAVEIRO DE PLACA QSI3E62 LOCADA A DISPOSICAO DA SECRETARIA DE OBRAS DESTE MUNICIPIO REFERENTE AO MÊS DE ABRIL DE 2024;1509.36;1509.36;1509.36
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002351;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO A CACAMBA DE PLACA OGE2417 PERTENCENTE A SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2311.06;2311.06;2311.06
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002352;09/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO CAMINHAO IVECO DE PLACA RUN9I29 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;7760.15;7760.15;7760.15
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002353;09/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO CAMINHAO COMPACTADOR DE PLACA SKX4C74 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;16291.71;16291.71;16291.71
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002354;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO A CACAMBA IVECO DE PLACA SDI8J58 PERTENCENTE A SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2703.44;2703.44;2703.44
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002355;09/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO CAMINHAO IVECO DE PLACA RLX7I97 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1513.76;1513.76;1513.76
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002357;09/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO AO VEICULO CAMINHAO DE PLACA KJI1960PB LOCADO A DISPOSICAO DA SECRETARIA DE OBRAS E SERVICOS PARA LIMPEZA PUBLICA DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1300.61;1300.61;1300.61
2024;201157;02070;Secretaria de Desenvolvimento Social;'0002358;09/05/2024;30;Material de Consumo;8;Assistêncial Social;122;Administração Geral;1003;DESENVOLVIMENTO SOCIAL, POR MAIS CIDADANIA E DIREITOS ESSE E MEU LUGAR;2025;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO AO SPRINT CAMINHAO DE PLACA RLX0D19 PERTENCENTE A SECRETARIA DE DESENVOLVIMENTO SOCIAL DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1157.62;1157.62;1157.62
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002361;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL S10 DESTINADO A RETROESCAVADEIRA XCMG DE PLACA RET0002 PERTENCENTE A SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;4108.16;4108.16;4108.16
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002364;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO A PA CARREGADEIRA DE PLACA HYU0001 PERTENCENTE A SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;2613.12;2613.12;2613.12
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002365;09/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL OLEO DIESEL BS500 DESTINADO A MOTONIVELADORA DE PLACA NEW0001 PERTENCENTE A SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;1710.1;1710.1;1710.1
2024;201157;02060;Secretaria de Transito;'0002406;10/05/2024;30;Material de Consumo;26;Transporte;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2024;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE TRANSITO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A MOTO XR190 DE PLACA SKX7A83 PERTENCENTE A SECRETARIA DE TRANSITO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;61.08;61.08;61.08
2024;201157;02090;Secretaria de Agricultura e Meio Ambiente;'0002407;10/05/2024;30;Material de Consumo;20;Agricultura;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2029;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO NXRI 150 BROS  DE PLACA NQI0465 PERTENCENTE A SECRETARIA DE AGRICULTURA DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;180.47;180.47;180.47
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002408;10/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A MOTO CG125  DE PLACA NPT0772 PERTENCENTE A SECRETARIA DE OBRAS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;148.17;148.17;148.17
2024;201157;02060;Secretaria de Transito;'0002409;10/05/2024;30;Material de Consumo;26;Transporte;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2024;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE TRANSITO;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A MOTO XR190 DE PLACA SKX7B03 PERTENCENTE A SECRETARIA DE TRANSITO DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;59.05;59.05;59.05
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002410;10/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A ROCADEIRA SHT0001 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;268.74;268.74;268.74
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002411;10/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A ROCADEIRA SHT0002 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;111.8;111.8;111.8
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002412;10/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO CORTADOR DE GRAMA CORT001 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;139.75;139.75;139.75
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002413;10/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A BOMBA D'AGUA BOM0001 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;223.6;223.6;223.6
2024;201157;02080;Secretaria de Obras e Servicos Urbanos;'0002414;10/05/2024;30;Material de Consumo;15;Urbanismo;122;Administração Geral;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2028;MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE OBRAS E SERVICOS URBANOS;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO A MOTOSERRA MOTSER01 PERTENCENTE A SECRETARIA DE OBRAS E SERVICOS URBANOS DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;111.8;111.8;111.8
2024;201157;02040;Secretaria de Saude;'0002415;10/05/2024;30;Material de Consumo;10;Saúde;301;Atenção Básica;2002;ADMINISTRANDO COM O CUIDADO DO POVO ESSE E MEU LUGAR;2009;MANUTENCAO DAS ATIVIDADES DA  SECRETARIA DE SAUDE;HILTON PINHEIRO DANTAS;'09261355000109;VALOR QUE SE EMPENHA REFERENTE A COMPRA DE COMBUSTIVEL GASOLINA COMUM DESTINADO AO VEICULO SPIN DE PLACA QSE6G62 PERTENCENTE A SECRETARIA DE SAUDE DESTE MUNICIPIO RELATIVO AO MÊS DE ABRIL DE 2024;3593.46;3593.46;3593.46
